BPUIC1;BPUIC2;DISTANCE_GEODESIC;DISTANCE_EXACT
8501565;8501564;2.7728;
8506194;8506195;3.1892;3.4941
8501501;8501500;4.3402;4.3643
8504293;8504294;2.2226;
8507100;8507094;3.3406;
8504140;8504188;3.0946;
8530225;8504387;0.9429;
8504103;8504115;2.5252;2.808
8501402;8530523;0.5725;
8504419;8518771;2.2649;2.269
8507278;8507279;1.4923;
8517484;8501470;0.8161;
8503136;8503135;2.3854;2.5269
8502213;8502271;1.304;
8509364;8509365;2.5925;
8506378;8506382;0.5159;
8503051;8503052;0.8459;
8503000;8503003;1.4299;
8502119;8502114;3.5439;3.7007
8505397;8505398;1.4978;
8507088;8507089;2.5602;
8502306;8515996;0.4947;0.5
8500286;8500285;1.5309;
8506000;8506001;2.0594;
8504315;8504316;3.6275;3.6672
8503237;8503236;2.3777;2.5652
8518100;8506359;0.4295;
8501263;8501280;0.559;
8516350;8515997;1.797;1.797
8508254;8508253;3.0741;
8503286;8503285;2.4449;
8508064;8508063;2.3404;
8500208;8500207;3.4124;3.4688
8507277;8507276;2.0591;
8507000;8504108;2.5654;2.9915
8501098;8501088;1.669;
8503317;8503316;2.786;2.8624
8502205;8517112;1.4256;1.4744
8503129;8503006;3.609;3.6445
8507478;8507480;4.9971;
8501675;8501676;2.8059;
8593773;8501477;0.612;
8501492;8593772;0.6013;
8506394;8506393;2.5419;
8508271;8508272;2.1458;
8501055;8519077;1.6394;
8508308;8530799;0.6436;
8505410;8505408;0.8597;0.863
8504314;8504312;8.1336;
8507076;8507092;0.8162;
8503234;8503233;1.8435;1.9635
8501377;8501385;1.3542;
8501609;8501636;6.076;
8516272;8517142;2.7229;3.337
8506294;8506293;3.0064;
8506131;8506198;2.2215;
8502211;8502105;2.0783;
8504486;8504400;4.8374;
8501229;8501463;0.603;
8504461;8504469;0.4701;
8516176;8500329;2.7234;2.9066
8503292;8503284;3.4085;
8501422;8501423;5.4808;5.4805
8501672;8501671;1.5269;
8508318;8508390;2.1144;
8502179;8502178;0.5702;
8503134;8503135;4.416;4.6674
8507379;8507560;1.9696;
8504415;8500220;2.6544;2.6763
8502222;8502223;3.4517;4.0494
8501063;8501057;2.4392;
8509004;8509411;5.9003;
8501080;8501091;0.8647;
8503203;8503202;2.0877;2.1342
8502176;8502167;0.3135;
8504206;8504208;3.7565;3.9742
8506004;8506005;2.2413;2.705
8506107;8506108;3.3829;3.5024
8504471;8504469;0.4573;
8506208;8506206;7.3759;9.6858
8500169;8500191;1.3441;
8506385;8506386;0.6035;
8501042;8501036;2.3478;2.4348
8506203;8506202;1.6891;1.69
8503201;8503202;1.4369;1.4513
8508207;8508269;3.9556;
8502002;8502003;2.5185;2.5185
8507492;8507493;1.6024;
8507295;8507294;1.5146;
8506196;8506195;2.3249;2.6698
8503511;8503505;1.5224;1.5418
8504027;8504028;1.8584;2.1553
8509179;8509178;6.1704;
8500025;8500024;2.0983;2.1099
8508294;8508293;3.3402;
8516270;8506309;4.0529;4.0931
8501063;8501064;0.8465;
8500020;8500021;3.4528;3.4994
8503052;8503053;0.3007;
8504203;8504205;6.9402;7.345
8500022;8500021;3.1776;3.8618
8509252;8509251;2.4886;
8501081;8501091;0.9797;
8501396;8501388;1.2081;
8501069;8501053;0.5318;
8507478;8507475;10.5074;
8500209;8500208;2.6833;2.7521
8506396;8506397;1.8208;
8502199;8502177;0.5885;
8503128;8503127;3.1824;3.1859
8519370;8509354;1.048;
8504135;8504134;1.6702;
8501497;8501447;1.4026;
8507006;8507007;3.601;3.601
8516161;8504410;3.7849;4.144
8509350;8509351;1.201;
8506013;8506014;3.221;3.2483
8509076;8509077;3.6318;
8500104;8500105;5.3414;6.3542
8503409;8503408;3.1286;3.2851
8503055;8503054;2.2276;
8505209;8505212;15.2544;15.73
8504182;8504183;2.8416;
8504060;8504014;2.2329;
8504013;8504012;1.7301;2.2227
8501375;8501384;1.1466;
8593772;8501491;0.2856;
8509154;8509153;1.3571;
8506045;8506000;5.4696;
8506175;8506169;0.7633;
8501686;8501687;3.6664;
8504411;8504412;5.5056;5.5657
8506170;8506177;1.7488;
8503402;8503401;2.7074;2.8521
8505395;8505392;1.6057;
8506317;8506318;3.6385;3.6422
8507276;8507275;1.5972;
8506316;8506314;1.9146;2.7725
8502023;8502022;2.4176;2.4263
8501684;8501683;3.2802;
8502219;8502202;3.3195;4.1441
8509000;8509006;0.9999;
8503222;8503221;2.9688;3.0859
8508056;8508071;0.7222;
8506005;8506006;1.7628;2.1715
8505590;8505599;5.3181;
8502181;8502182;0.4918;
8503231;8503232;2.5561;2.7589
8509181;8509182;1.8078;
8504226;8504225;2.3009;2.3315
8501492;8588193;0.7602;
8501391;8501392;2.8288;
8509006;8509051;1.6775;
8518963;8500206;0.8328;0.869
8506304;8506303;4.7434;5.3358
8506190;8506185;1.7194;2.2962
8500090;8500010;2.569;
8503314;8503312;1.8826;1.9453
8501153;8501154;2.4209;
8507000;8516161;2.9121;3.2056
8504467;8504468;3.5694;
8506311;8506312;2.3098;2.3364
8502278;8502277;1.9308;
8504123;8504124;2.861;2.9003
8506109;8506108;2.3674;2.3675
8505495;8505494;2.2683;
8500117;8500116;1.5901;1.9978
8509002;8509057;1.8788;
8500213;8500212;5.19;5.2051
8506377;8506276;1.0825;
8503423;8506039;1.0838;1.3451
8501302;8501303;2.1408;2.2514
8508059;8508058;2.1505;
8501107;8501106;3.1236;6.1367
8501157;8501156;1.1206;
8506133;8506118;1.9054;1.9686
8505495;8505496;2.0944;
8503096;8503099;1.0014;
8506286;8506271;2.8252;
8503290;8503282;1.4116;
8501684;8501685;4.8902;
8506015;8516218;1.9888;2.0589
8502194;8502181;0.5503;
8500172;8500165;2.3399;
8504100;8504030;3.0322;3.874
8504007;8504014;5.5365;5.9777
8504291;8504292;0.7273;
8501173;8501174;0.4995;
8509260;8509262;8.4643;
8506368;8506369;0.4937;
8507076;8507075;3.3867;
8501390;8501382;0.6512;
8503147;8503003;4.9526;5.3502
8505585;8505590;1.1943;
8501008;8501026;3.4181;5.9182
8502277;8502187;0.6636;
8504106;8504105;1.954;1.9539
8504194;8504192;4.479;4.736
8501061;8501055;1.2449;
8503000;8503011;1.4665;
8506177;8506176;1.7055;
8502275;8502188;0.6641;
8506025;8506139;2.7911;3.0514
8504392;8504391;1.6953;
8501020;8516283;2.0677;2.079
8501497;8501446;0.6527;
8501600;8501509;3.9773;4.1204
8501282;8501283;0.5738;
8503232;8503233;1.5035;1.5502
8504316;8504317;1.7648;1.7945
8506137;8506136;5.5203;5.7569
8500174;8500190;2.3539;
8501066;8501067;1.0923;
8501179;8501480;1.3843;
8505588;8505597;0.7646;
8506389;8506379;1.4848;
8501115;8501108;5.8866;8.2617
8501380;8501381;0.3614;
8500292;8500293;0.6229;
8504086;8504079;1.6447;
8504133;8504132;4.7372;5.6137
8504020;8504021;5.5265;6.1285
8504303;8504302;1.6394;1.6477
8503139;8503138;4.6616;4.903
8508302;8508303;3.2172;
8508206;8508207;2.9792;3.3756
8508250;8507100;1.1735;
8501200;8502476;0.9877;
8500101;8500100;2.5959;2.8431
8500021;8517131;1.6846;
8508309;8508308;4.8565;
8508008;8508100;7.129;7.5986
8505164;8505163;5.7425;
8502182;8502196;0.4745;
8506374;8506470;0.4238;
8506286;8506275;1.8598;
8506201;8506200;2.2617;
8505400;8505417;1.4169;1.4555
8504400;8516444;1.7062;1.7062
8508260;8508202;2.8536;
8503000;8503090;0.9202;
8504062;8504061;1.547;
8506216;8506217;2.0649;2.1094
8502226;8502227;2.9898;3.0055
8502276;8502268;0.7143;
8506171;8506179;1.398;
8509368;8509369;2.7144;
8508204;8508205;3.0169;3.0954
8508254;8508255;2.387;
8530463;8501465;0.8754;
8504311;8504310;2.6781;2.7923
8504028;8504030;4.2315;4.5833
8518690;8500212;0.8732;
8508327;8508312;3.6429;
8506298;8506299;3.3085;
8501474;8501473;0.683;
8501160;8501162;1.7827;
8508392;8508384;0.6979;
8506175;8506174;1.6014;
8506372;8506373;1.1065;
8504312;8504311;3.7609;3.8487
8500181;8500180;0.9568;
8501014;8501015;1.4533;1.4534
8518100;8506361;0.837;
8505300;8505301;1.7927;2.4355
8502168;8502176;0.5017;
8506303;8506393;3.1689;
8503137;8503138;4.563;4.9164
8500272;8500273;0.5404;
8501170;8501169;0.6312;
8500203;8500204;2.2325;2.2326
8505594;8505581;1.5101;
8501386;8501377;1.6776;
8508319;8516351;1.0713;
8508062;8508063;1.6313;
8503205;8503204;3.9003;3.9402
8502021;8502028;0.9621;1.0307
8501124;8501123;1.699;1.8435
8509417;8509416;3.035;3.1124
8501376;8501384;1.2724;
8505874;8505861;2.6189;
8506301;8506300;2.2036;2.3356
8506042;8506043;2.7953;2.8985
8507273;8507272;3.4684;
8509194;8509193;2.3313;
8501176;8501175;2.6212;
8507287;8507297;1.9546;
8501013;8501022;0.8205;0.828
8509061;8509062;1.3238;
8530303;8501500;1.2176;
8501462;8501229;1.1015;
8502010;8502007;2.0467;2.2324
8507092;8507077;2.1911;
8501170;8501168;0.8622;
8504184;8504185;4.2126;
8501301;8501302;1.0513;1.0707
8507295;8507286;2.2144;
8506313;8506351;0.6705;
8509175;8509174;4.7063;
8505209;8505207;6.0781;6.2999
8503010;8503009;1.8639;1.8749
8501104;8501103;2.3351;2.8178
8506003;8506002;2.5223;2.7669
8517112;8502231;4.3781;4.843
8501504;8501503;2.5522;2.5535
8509000;8509150;0.6651;
8501498;8501446;0.8448;
8500309;8502116;4.5195;4.865
8503086;8503093;1.5929;
8503117;8503116;3.2381;3.405
8506305;8506304;3.9675;4.8242
8506302;8506303;2.1798;2.3367
8501503;8501502;4.2871;4.2978
8500205;8500204;3.9855;4.0096
8501094;8501083;1.2925;
8503235;8503236;1.3308;1.3402
8502163;8502162;1.0887;
8506006;8506007;1.9182;2.3546
8500104;8500103;2.7532;2.8447
8501127;8501200;3.7208;3.8485
8502212;8502211;2.7085;2.7195
8505473;8505467;2.0085;
8501677;8501676;3.2127;
8504482;8504490;1.9672;
8500195;8500194;3.2115;
8502025;8516353;0.5647;0.5654
8509150;8509152;6.4657;
8501675;8501674;1.2506;
8501113;8501114;3.4304;3.4992
8502169;8502168;1.0788;
8508252;8508251;1.0658;
8503427;8506148;3.4614;3.5289
8501120;8518452;2.3096;2.354
8508008;8508006;9.6453;10.1392
8506127;8506119;1.2856;1.3337
8500188;8500187;2.4814;
8501120;8504000;2.2298;
8508070;8504410;0.5508;
8500115;8500114;4.7153;5.5023
8501500;8501572;1.5964;
8501609;8507470;6.3817;
8500109;8500105;9.3415;11.2084
8507085;8507084;1.0073;
8501287;8501288;0.5581;
8502216;8502217;2.9832;3.0624
8508384;8508394;2.2585;
8506215;8506214;1.2473;1.415
8500102;8500103;2.261;2.4104
8504219;8504220;2.0101;2.0459
8530709;8504509;0.6959;
8505304;8505303;3.3123;3.5833
8593774;8501479;0.7385;
8501490;8501491;0.5511;
8595245;8530712;1.0747;
8503508;8503512;1.3964;1.5162
8507072;8507073;2.7398;
8507087;8507095;1.5667;
8504470;8504472;1.3725;
8500192;8500194;3.6912;
8530760;8530799;0.6866;
8509250;8509199;3.4875;
8504387;8530012;1.0152;
8501092;8501080;1.2361;
8509269;8509263;1.8222;
8500286;8500287;2.5433;
8504064;8504065;6.1057;
8504102;8504113;2.2667;2.4835
8506203;8506204;2.8222;2.8915
8501468;8517484;0.5887;
8504100;8504181;2.2087;
8504219;8504209;2.5675;2.6745
8501577;8501576;2.7251;
8504314;8504321;1.2716;1.273
8506308;8516271;1.2534;1.3448
8508053;8508055;0.8135;
8506395;8506396;2.2351;
8508152;8508151;1.1441;
8516350;8502200;1.506;1.515
8501023;8501015;1.2005;1.2217
8501287;8501286;0.6725;
8505213;8505214;3.1271;3.1524
8504414;8518749;0.847;
8508204;8508203;2.6802;2.9333
8502174;8502184;1.5419;
8501664;8501663;2.5324;
8509263;8509262;6.1027;
8504415;8504441;1.9708;2.1071
8504077;8504078;1.6971;
8502306;8502202;3.3828;4.1448
8509404;8509406;4.9215;4.9216
8508316;8508323;4.9159;
8500303;8500320;3.0272;3.1187
8502197;8502177;0.9835;
8507380;8505226;1.2476;
8506313;8506314;3.8802;4.0139
8500031;8500032;1.5655;1.5783
8502034;8502029;3.0416;3.0604
8508399;8508396;6.1242;
8509197;8509198;5.3146;
8501506;8501507;5.3628;5.7214
8506123;8506122;1.979;1.9752
8508001;8504410;3.3349;3.8938
8503309;8503340;1.5278;1.6141
8504400;8504484;4.3358;
8501098;8501089;1.7251;
8504221;8504222;4.0489;4.0728
8504108;8507091;1.8579;
8503097;8503089;1.199;
8518771;8500200;3.7461;3.7698
8507067;8507066;0.8392;
8509354;8509353;2.3203;
8509072;8509073;2.6038;
8502101;8502122;1.5093;1.5971
8503420;8503404;3.0062;
8503310;8503006;2.4157;2.5229
8506100;8506171;0.4697;
8506395;8506394;3.2286;
8503340;8503016;2.2719;2.4162
8506367;8506366;0.7403;
8501126;8501127;0.972;0.9973
8505180;8505179;1.4014;
8508161;8508173;1.2374;
8500159;8500105;9.913;
8504475;8504474;1.45;
8508294;8508295;2.7923;
8500309;8502237;3.9934;4.2374
8508317;8508318;3.9311;
8501426;8501428;3.7076;3.8933
8501572;8501573;1.1185;
8509267;8509268;2.2603;
8504200;8504130;8.3548;
8506016;8506000;2.8813;
8504462;8504474;1.2674;
8502247;8502105;3.1663;3.423
8504510;8530711;0.9903;
8503107;8503108;2.4018;2.4827
8503096;8503095;0.8427;
8504486;8504487;4.8352;
8503318;8503317;2.4785;2.4787
8503414;8503408;1.9172;1.9234
8506001;8516218;1.3818;1.3934
8502022;8502017;2.7334;2.9775
8501661;8505163;14.4298;
8508153;8508154;0.6598;
8507382;8507381;2.2086;
8505177;8505178;3.0674;
8516219;8502106;3.4559;3.6964
8504129;8504400;4.0408;4.1368
8502274;8502188;0.375;
8505402;8505401;1.2131;1.1953
8504228;8504229;3.9028;3.977
8505217;8505216;3.3112;3.6472
8504305;8504304;1.8368;1.9383
8503462;8503424;3.1669;
8504100;8519133;1.443;1.4844
8502220;8502229;1.1509;1.2694
8504007;8504012;2.2284;2.4619
8504125;8504124;2.5288;2.5318
8507299;8507483;2.3424;
8508052;8508054;0.8829;
8504103;8504113;3.4954;3.7297
8503402;8503405;3.6659;3.9151
8504026;8504027;2.8382;2.9601
8504303;8504304;4.3376;4.5971
8501674;8501673;2.3575;
8530334;8501564;1.0658;
8500289;8500211;1.4534;
8508102;8508101;2.0067;2.267
8502119;8502043;4.2983;
8505219;8505300;3.9739;4.3512
8502110;8500218;2.9431;3.6389
8502010;8502006;4.2323;4.2738
8507064;8589198;1.4106;
8501394;8501393;2.8303;
8507270;8501399;1.7803;
8506297;8506298;3.9325;
8503292;8503282;3.3044;
8595245;8530713;0.8483;
8517142;8516155;1.335;1.427
8503122;8503123;5.729;5.8628
8502026;8502027;1.4036;1.4299
8501002;8501003;3.2465;3.387
8502008;8502011;2.5981;2.6168
8501729;8501673;1.5534;
8509254;8509251;2.7389;
8505217;8505218;4.1804;5.1304
8500125;8500124;5.229;6.1591
8502214;8502215;3.6736;3.736
8530711;8504325;0.3956;
8507072;8507071;1.4837;
8507483;8507100;8.5333;
8501509;8501507;9.8294;9.9792
8506362;8506364;1.7429;
8501422;8501421;1.7976;1.8507
8501203;8501300;1.36;1.4413
8508053;8508054;0.6203;
8507003;8508200;4.9935;
8501300;8501301;1.4159;1.4832
8502247;8502237;1.0576;1.0574
8501199;8501481;0.9501;
8503136;8503137;2.2553;2.363
8505397;8505396;0.7457;
8507481;8507483;5.4448;
8502179;8502195;0.4792;
8506213;8506212;1.8614;4.3276
8505499;8505589;4.6686;
8506118;8506132;1.8554;1.8865
8503205;8503206;3.0782;3.2482
8501084;8501097;1.9854;
8501668;8501667;1.4052;
8503208;8503207;1.7035;1.914
8508088;8508087;2.1511;
8508056;8504410;2.3055;
8506398;8506121;2.9831;
8501068;8510670;0.8119;
8504511;8530713;0.3564;
8502206;8515992;0.8699;0.9517
8505406;8505407;3.5187;3.5738
8508316;8508317;1.6178;
8509155;8509154;2.936;
8501060;8501061;3.1366;
8503006;8503015;2.3382;2.4158
8517377;8502274;0.3587;
8505861;8505862;5.9497;
8507077;8507093;0.9136;
8506359;8506358;0.589;
8502197;8502178;1.0654;
8501012;8501022;1.8065;1.8464
8509069;8509070;2.502;
8505174;8505175;1.3037;
8506283;8506282;1.4814;
8509002;8509003;4.4658;4.5498
8500217;8500216;2.3571;2.4145
8504510;8530710;1.3721;
8501177;8501176;2.505;
8501400;8501402;7.8076;8.2476
8530708;8504398;0.3671;
8503312;8503311;2.4512;2.5748
8507063;8589198;0.493;
8501485;8501179;0.3673;
8502217;8502218;4.1412;4.1997
8504471;8504470;0.7457;
8503310;8503311;3.2476;3.2914
8502224;8502225;3.65;4.0688
8508313;8508314;2.7203;
8504115;8504104;1.2905;1.3166
8503289;8503209;1.4255;
8515994;8502231;1.0051;1.045
8501110;8504200;4.6599;6.4343
8507281;8507290;2.992;
8508187;8508292;5.049;
8506285;8506284;1.7051;
8504483;8504188;4.2449;
8503413;8503405;3.6956;4.0351
8502128;8502115;1.5108;1.6554
8505584;8505578;0.6281;
8507008;8507007;2.5705;2.5705
8507093;8507078;2.0988;
8501031;8501033;7.0221;7.1263
8509252;8509253;2.0057;
8503409;8503410;1.9488;1.987
8506109;8506121;6.0429;6.576
8501662;8501663;1.6158;
8502104;8502103;3.7642;4.2148
8505004;8505005;4.4102;5.0575
8500136;8500010;1.8721;
8506305;8506322;1.6978;1.7236
8501501;8501502;4.4114;4.412
8506277;8506289;1.6953;
8506400;8506352;0.9857;
8505170;8505172;5.0748;
8503528;8503529;2.4725;2.5237
8501092;8501093;1.6562;
8509400;8509401;4.8808;5.098
8504075;8504077;2.1224;
8503128;8503129;2.7615;
8503226;8503227;2.6904;2.744
8502102;8502103;3.0652;3.0936
8506378;8506383;1.0419;
8503120;8503121;3.5962;4.8801
8505410;8505407;2.245;2.2913
8508161;8594258;1.3806;
8509198;8509199;6.0904;
8503428;8506148;1.5387;1.569
8501104;8501100;8.0563;
8503204;8503203;2.458;2.5593
8501067;8501068;1.6844;
8502276;8502187;0.8559;
8501382;8501383;0.4892;
8509188;8509189;2.4773;
8504219;8504218;3.2013;3.3209
8509057;8509058;4.4763;
8504086;8504023;13.6007;
8506016;8506038;0.979;1.0222
8507068;8507067;1.7425;
8506131;8506128;1.0399;1.1139
8501069;8510670;0.5776;
8503091;8503090;1.2975;
8509175;8509176;5.6661;
8503224;8503223;4.2686;4.289
8506202;8506201;2.7877;
8509181;8509180;2.414;
8503200;8503009;2.7804;2.8297
8504010;8504000;1.5707;1.6369
8504071;8504070;2.5679;
8500196;8500195;2.3139;
8509053;8509054;1.7634;
8501402;8501403;3.9025;4.0049
8530303;8501561;2.7383;
8507288;8507298;1.0397;
8503289;8503295;2.0369;
8501688;8501689;5.2528;
8501012;8501021;0.9654;0.973
8504482;8504483;3.4461;
8508217;8508216;3.7922;3.9896
8501153;8501152;2.1564;
8501454;8501465;1.0573;
8508297;8508295;5.5068;
8515993;8502204;1.0593;1.0593
8504385;8530011;1.5588;
8517377;8502273;0.382;
8502000;8508103;2.6662;3.1933
8509404;8509402;8.316;8.7055
8506049;8506039;1.054;1.1837
8506389;8506388;0.7571;
8503224;8503225;2.8988;2.9168
8500274;8500273;0.6836;
8503115;8503116;2.8273;2.8283
8500141;8500127;1.7976;1.8656
8503102;8503111;1.1089;1.1168
8501603;8501602;3.709;3.7612
8500309;8503503;3.5739;3.8354
8500303;8500302;5.9177;6.3866
8506015;8506035;1.2685;1.3335
8509185;8509186;3.8636;
8504191;8504192;0.9392;1.04
8509260;8509259;4.1898;
8500192;8500191;1.7816;
8503128;8503147;2.0836;
8504300;8504229;3.9905;4.547
8508154;8508155;1.7632;
8502221;8502222;4.2012;5.3382
8507274;8507290;1.5931;
8509152;8509153;3.1038;
8504217;8504216;4.0865;4.4633
8501281;8501266;0.437;
8505004;8502205;6.0461;
8502160;8502184;0.814;
8503239;8503240;0.4792;0.4886
8508100;8508181;1.3736;
8509417;8509418;3.2312;3.3811
8506290;8506291;2.5986;
8504135;8504136;1.9224;2.0352
8501452;8501458;1.8631;
8505001;8505011;2.7733;2.8285
8502113;8519685;0.8924;
8503010;8503011;0.9899;0.998
8506104;8506103;3.5606;3.5741
8500010;8500016;2.85;4.3916
8503284;8503285;2.4457;
8506210;8506300;3.7139;3.7451
8501601;8501600;5.1479;5.441
8506378;8506381;1.9939;
8503284;8503283;3.5036;
8503506;8516219;5.9022;
8501178;8501175;2.2188;
8503299;8503209;2.1147;
8504403;8504402;2.5591;2.5659
8506302;8506270;0.6252;
8506181;8506188;0.7064;0.7194
8504208;8504209;1.3917;1.4162
8506135;8506134;2.312;2.4179
8506170;8506178;0.748;
8502212;8502213;3.8551;3.8795
8504117;8504104;1.1736;1.1735
8500199;8500123;4.5737;
8508089;8500207;3.1702;
8503141;8503100;1.2563;1.2696
8501166;8501168;0.9498;
8504013;8504040;3.7419;3.8563
8503103;8503111;2.0013;2.0299
8509155;8509156;2.395;
8501112;8501194;2.3728;
8501160;8501181;0.4252;
8501037;8501036;4.3332;4.4102
8506290;8506280;1.6212;
8500034;8500035;1.9794;2.0067
8506319;8506318;3.0658;3.1085
8502004;8502003;2.7693;2.809
8501468;8501554;0.6622;
8506125;8506124;2.4257;2.4292
8503300;8503123;1.8192;2.3405
8501952;8501951;2.9434;
8505594;8505578;0.9482;
8504023;8504021;9.3011;9.6987
8503413;8503415;3.4255;4.3456
8504221;8504480;4.0988;
8506275;8506288;1.1371;
8501094;8501084;1.1282;
8504321;8504315;2.6539;2.67
8593776;8501477;0.3803;
8502008;8502009;5.0354;5.2093
8500135;8500101;2.0642;2.1042
8505113;8505112;2.9421;2.9496
8504223;8504222;4.1173;4.2329
8507069;8507096;0.5837;
8506290;8506392;5.0261;
8501688;8518885;0.787;
8501229;8501457;0.9268;
8504079;8504078;1.2235;
8508005;8508006;5.876;6.457
8507087;8507086;1.9106;
8508309;8508310;3.7043;
8502269;8502271;1.9645;
8500109;8500113;13.1653;
8503464;8503465;6.0134;
8509167;8509168;3.893;
8508003;8508004;3.1521;3.1826
8500186;8500187;3.7889;
8508392;8508391;3.3501;
8501062;8519077;1.0232;
8503501;8516176;0.835;0.8639
8502270;8502186;0.4603;
8505305;8518475;0.9664;1.0114
8508253;8508252;1.053;
8507383;8507389;3.8058;
8504481;8504490;1.5193;
8505204;8505205;6.0139;6.543
8500175;8500174;2.5055;
8501064;8501065;0.8747;
8502203;8515996;0.7623;0.7809
8501105;8501106;2.0555;2.1213
8501202;8501201;1.5917;1.6242
8509078;8509195;3.4073;
8508216;8508215;1.6884;1.7892
8501163;8501162;0.5786;
8500184;8500179;4.1113;
8505165;8505170;1.3818;
8503508;8503506;4.9049;5.047
8509000;8509050;1.1207;
8505404;8505405;4.2025;
8588122;8506143;0.8864;0.8889
8506169;8506176;0.7381;
8505000;8508321;1.7607;
8504236;8504237;3.9216;4.0909
8501082;8501093;1.6871;
8509418;8503225;8.8099;9.005
8504300;8504461;1.0072;
8503240;8503238;1.0522;1.1187
8506211;8506212;3.8764;4.2133
8507096;8508054;1.5296;
8508202;8508256;1.0965;
8500123;8500124;4.8766;5.2648
8506316;8506317;3.049;3.1185
8503056;8503055;1.0707;
8501058;8501056;1.2104;
8501687;8518885;2.8701;
8506380;8506381;2.0128;
8502100;8502121;1.5493;1.621
8507074;8507075;2.331;
8504316;8530260;0.5996;
8501420;8501403;3.0363;
8505493;8505494;1.6115;
8509256;8509257;1.483;
8504106;8504108;1.1157;1.1156
8501201;8501200;1.4938;1.5044
8508210;8508208;6.9096;9.0542
8507003;8507002;3.0962;3.1934
8508193;8508152;0.4904;
8500165;8500171;2.0535;
8504086;8504067;1.4679;
8505175;8505176;1.1809;
8506210;8506290;3.0033;
8508155;8508157;2.7369;
8503290;8505350;3.0072;
8501194;8530262;0.7208;
8508153;8508193;0.3975;
8504416;8504441;2.1761;2.2483
8593775;8593776;0.7501;
8506190;8506105;2.0158;2.8242
8504509;8530710;0.7561;
8506213;8506214;1.5604;1.8479
8503120;8503110;1.5134;1.7072
8509184;8509185;1.185;
8500218;8500028;10.541;11.1325
8503113;8503110;1.9481;
8502101;8502102;2.7009;2.7457
8501152;8501151;1.0637;
8506205;8506206;6.1868;
8503008;8503007;2.7329;2.8398
8508064;8508066;3.7086;
8509265;8509264;3.0294;
8530246;8530067;0.2418;
8500275;8500274;1.1828;
8505201;8505202;6.5115;6.8348
8504127;8504128;3.6354;3.7162
8501202;8501203;1.5437;1.5685
8509177;8509176;2.7507;
8508003;8508001;4.9062;5.1872
8593467;8501464;1.3894;
8501505;8501504;3.1829;3.1827
8501665;8501666;2.5792;
8509197;8509195;6.9681;
8506131;8506132;2.8233;2.8279
8503006;8503007;0.8037;
8501636;8501605;2.7017;
8503306;8503305;5.1239;5.7719
8503001;8503020;2.2383;2.2472
8503308;8503309;1.2117;2.4953
8501580;8501579;4.2175;
8501003;8501000;2.32;2.4
8506182;8506188;2.0755;2.1602
8502174;8502161;1.5712;
8506365;8506364;0.3999;
8501115;8501114;6.1;
8500300;8517131;1.3869;1.4031
8519306;8506371;0.7515;
8505209;8505114;57.673;
8516161;8508103;49.0228;
8504234;8504232;5.7364;6.0757
8504203;8504201;7.9358;8.0408
8505003;8502202;6.0862;
8500218;8508103;5.4902;
8508103;8500207;27.9072;
8502113;8502111;6.7155;
8500023;8500020;8.3293;
8503202;8503000;9.3248;
8503001;8503000;4.1429;
